WBANNO,LST_DATE,CRX_VN,LONGITUDE,LATITUDE,T_DAILY_MAX,T_DAILY_MIN,T_DAILY_MEAN,T_DAILY_AVG,P_DAILY_CALC,SOLARAD_DAILY,SUR_TEMP_DAILY_TYPE,SUR_TEMP_DAILY_MAX,SUR_TEMP_DAILY_MIN,SUR_TEMP_DAILY_AVG,RH_DAILY_MAX,RH_DAILY_MIN,RH_DAILY_AVG,SOIL_MOISTURE_5_DAILY,SOIL_MOISTURE_10_DAILY,SOIL_MOISTURE_20_DAILY,SOIL_MOISTURE_50_DAILY,SOIL_MOISTURE_100_DAILY,SOIL_TEMP_5_DAILY,SOIL_TEMP_10_DAILY,SOIL_TEMP_20_DAILY,SOIL_TEMP_50_DAILY,SOIL_TEMP_100_DAILY,site,year
63869,2009-04-02,1.3019999999999998,-87.88,30.55,21.9,17.3,19.6,20.0,11.0,4.36,R,22.6,14.1,19.6,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-03,1.3019999999999998,-87.88,30.55,21.3,9.7,15.5,16.3,0.0,26.25,R,26.9,7.3,15.9,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-04,1.3019999999999998,-87.88,30.55,23.2,6.8,15.0,16.1,0.0,24.35,R,27.6,4.4,15.6,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-05,1.3019999999999998,-87.88,30.55,25.6,16.6,21.1,21.8,0.0,15.83,R,28.7,15.6,21.9,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-06,1.3019999999999998,-87.88,30.55,19.9,6.1,13.0,12.4,0.0,27.0,R,24.0,2.1,12.6,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-07,1.3019999999999998,-87.88,30.55,14.2,3.0,8.6,9.5,0.0,27.4,R,23.2,0.0,9.3,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-08,1.3019999999999998,-87.88,30.55,18.1,-1.1,8.5,11.7,0.0,27.31,R,24.7,-2.9,12.0,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-09,1.3019999999999998,-87.88,30.55,23.1,10.7,16.9,18.1,0.0,20.47,R,28.4,8.0,17.8,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-10,1.3019999999999998,-87.88,30.55,24.3,18.8,21.6,21.0,0.0,13.69,R,28.1,17.7,21.0,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-11,1.3019999999999998,-87.88,30.55,24.4,14.4,19.4,19.3,0.0,25.19,R,30.2,10.6,19.1,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-12,1.3019999999999998,-87.88,30.55,24.1,12.3,18.2,18.9,0.0,17.94,R,29.0,11.1,19.0,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-13,1.3019999999999998,-87.88,30.55,22.2,17.4,19.8,20.0,24.5,11.35,R,28.8,16.9,20.3,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-14,1.3019999999999998,-87.88,30.55,20.4,10.2,15.3,16.3,0.0,26.93,R,27.1,6.0,16.5,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-15,1.3019999999999998,-87.88,30.55,21.3,3.0,12.1,13.1,0.0,27.65,R,29.3,0.8,13.0,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-16,1.3019999999999998,-87.88,30.55,21.5,8.1,14.8,15.3,0.0,24.97,R,28.8,4.7,15.3,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-17,1.3019999999999998,-87.88,30.55,23.2,10.6,16.9,17.6,0.0,24.16,R,27.6,8.9,16.9,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-18,1.3019999999999998,-87.88,30.55,22.9,14.0,18.5,18.4,0.0,14.61,R,27.7,11.5,18.0,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-19,1.3019999999999998,-87.88,30.55,24.0,14.0,19.0,19.9,0.0,11.15,R,27.3,11.8,19.6,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-20,1.3019999999999998,-87.88,30.55,22.8,14.9,18.9,18.7,0.0,27.68,R,30.1,8.4,17.8,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-21,1.3019999999999998,-87.88,30.55,24.3,5.5,14.9,16.3,2.5,23.23,R,29.4,3.1,15.0,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-22,1.3019999999999998,-87.88,30.55,25.0,5.9,15.5,18.1,0.0,27.54,R,30.6,4.0,18.0,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
63869,2009-04-23,1.3019999999999998,-87.88,30.55,26.3,11.8,19.0,20.3,0.0,28.19,R,32.1,9.1,19.2,,,,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,AL_Fairhope_3_NE,2009
