Date,station,SMS-2.0in,SMS-4.0in,SMS-8.0in,SMS-20.0in,SMS-40.0in
2019-12-09,2181:AL:SCAN,24.5,,24.8,24.7,31.2
2019-12-10,2181:AL:SCAN,24.1,,24.5,24.8,31.5
2019-12-11,2181:AL:SCAN,23.4,,24.6,24.7,31.5
2019-12-12,2181:AL:SCAN,23.9,,24.2,24.8,31.5
2019-12-13,2181:AL:SCAN,23.5,,24.3,24.5,31.3
2019-12-14,2181:AL:SCAN,35.9,,32.4,30.6,33.0
2019-12-15,2181:AL:SCAN,31.3,,28.9,28.0,33.4
2019-12-16,2181:AL:SCAN,29.6,,27.7,27.4,33.5
2019-12-17,2181:AL:SCAN,28.4,,27.0,26.6,33.4
2019-12-18,2181:AL:SCAN,34.7,,30.8,31.2,33.8
2019-12-19,2181:AL:SCAN,30.5,,28.4,27.9,34.0
2019-12-20,2181:AL:SCAN,29.3,,27.4,27.2,34.1
2019-12-21,2181:AL:SCAN,28.4,,26.6,26.8,33.4
2019-12-22,2181:AL:SCAN,36.0,,31.6,31.4,34.3
2019-12-23,2181:AL:SCAN,36.7,,32.0,31.2,34.5
2019-12-24,2181:AL:SCAN,33.7,,30.8,30.8,34.5
2019-12-25,2181:AL:SCAN,30.4,,29.0,27.9,34.3
2019-12-26,2181:AL:SCAN,29.3,,28.0,27.3,34.2
2019-12-27,2181:AL:SCAN,27.9,,27.2,26.6,33.3
2019-12-28,2181:AL:SCAN,26.3,,26.8,26.4,33.3
2019-12-29,2181:AL:SCAN,26.9,,26.7,26.1,33.4
2019-12-30,2181:AL:SCAN,27.4,,26.9,26.0,33.0
2019-12-31,2181:AL:SCAN,27.1,,26.5,26.0,32.6
2020-01-01,2181:AL:SCAN,26.4,,26.3,25.9,32.5
2020-01-02,2181:AL:SCAN,26.0,,25.9,25.5,32.4
2020-01-03,2181:AL:SCAN,32.0,,27.3,25.4,32.4
2020-01-04,2181:AL:SCAN,37.1,,33.1,29.9,33.6
2020-01-05,2181:AL:SCAN,35.0,,32.0,31.0,34.1
2020-01-06,2181:AL:SCAN,31.6,,29.2,28.0,33.8
2020-01-07,2181:AL:SCAN,29.9,,28.0,27.3,33.6
2020-01-08,2181:AL:SCAN,28.8,,27.4,26.9,33.3
2020-01-09,2181:AL:SCAN,27.8,,27.0,26.3,33.3
2020-01-10,2181:AL:SCAN,27.5,,26.6,26.2,33.0
2020-01-11,2181:AL:SCAN,35.9,,31.7,31.0,33.6
2020-01-12,2181:AL:SCAN,36.8,,32.0,31.5,34.2
2020-01-13,2181:AL:SCAN,33.5,,30.6,29.2,34.2
2020-01-14,2181:AL:SCAN,36.9,,32.4,32.3,34.2
2020-01-15,2181:AL:SCAN,37.3,,32.4,32.4,34.6
2020-01-16,2181:AL:SCAN,34.3,,31.3,32.6,34.6
2020-01-17,2181:AL:SCAN,31.6,,29.3,28.2,34.2
2020-01-18,2181:AL:SCAN,29.6,,28.0,27.5,33.9
2020-01-19,2181:AL:SCAN,32.0,,28.3,26.8,33.9
2020-01-20,2181:AL:SCAN,32.7,,30.3,28.8,34.2
2020-01-21,2181:AL:SCAN,30.5,,28.8,27.6,34.1
2020-01-22,2181:AL:SCAN,29.7,,28.0,27.0,33.9
2020-01-23,2181:AL:SCAN,28.9,,27.4,26.5,33.3
2020-01-24,2181:AL:SCAN,33.4,,28.6,26.4,33.0
2020-01-25,2181:AL:SCAN,30.5,,28.1,26.4,32.9
2020-01-26,2181:AL:SCAN,29.4,,27.7,26.3,32.8
2020-01-27,2181:AL:SCAN,34.8,,28.7,26.0,33.6
2020-01-28,2181:AL:SCAN,33.3,,30.5,28.4,33.8
2020-01-29,2181:AL:SCAN,31.0,,28.6,27.2,33.8
2020-01-30,2181:AL:SCAN,36.4,,31.9,31.3,34.5
2020-01-31,2181:AL:SCAN,32.4,,29.7,28.1,34.3
2020-02-01,2181:AL:SCAN,31.9,,29.3,27.2,34.0
2020-02-02,2181:AL:SCAN,31.1,,28.5,27.1,33.6
2020-02-03,2181:AL:SCAN,29.8,,28.1,26.6,33.1
2020-02-04,2181:AL:SCAN,28.6,,27.6,26.4,33.2
2020-02-05,2181:AL:SCAN,28.4,,27.5,26.3,32.9
2020-02-06,2181:AL:SCAN,37.5,,31.9,31.2,33.6
2020-02-07,2181:AL:SCAN,37.8,,32.6,30.8,34.2
2020-02-08,2181:AL:SCAN,34.4,,31.8,29.3,34.0
2020-02-09,2181:AL:SCAN,31.8,,29.9,27.4,34.0
2020-02-10,2181:AL:SCAN,30.1,,28.5,27.0,33.6
2020-02-11,2181:AL:SCAN,29.2,,28.3,26.5,33.5
2020-02-12,2181:AL:SCAN,28.8,,27.9,26.6,33.2
2020-02-13,2181:AL:SCAN,28.5,,27.6,26.5,33.0
2020-02-14,2181:AL:SCAN,33.6,,31.0,28.9,33.8
2020-02-15,2181:AL:SCAN,30.2,,28.9,27.4,33.8
2020-02-16,2181:AL:SCAN,28.7,,28.4,26.9,33.5
2020-02-17,2181:AL:SCAN,37.2,,32.6,31.6,34.2
2020-02-18,2181:AL:SCAN,33.7,,31.6,28.8,34.0
2020-02-19,2181:AL:SCAN,31.9,,30.2,27.7,34.0
2020-02-20,2181:AL:SCAN,30.6,,29.2,27.2,33.6
2020-02-21,2181:AL:SCAN,37.9,,33.1,31.6,34.3
2020-02-22,2181:AL:SCAN,32.7,,31.1,29.2,34.5
2020-02-23,2181:AL:SCAN,30.7,,29.8,27.5,33.9
2020-02-24,2181:AL:SCAN,29.5,,28.8,27.2,33.6
2020-02-25,2181:AL:SCAN,30.6,,28.7,26.7,33.6
2020-02-26,2181:AL:SCAN,30.0,,28.7,26.4,33.2
2020-02-27,2181:AL:SCAN,29.8,,28.8,26.5,33.0
2020-02-28,2181:AL:SCAN,29.2,,28.4,26.4,32.8
2020-02-29,2181:AL:SCAN,28.3,,28.2,26.1,32.5
2020-03-01,2181:AL:SCAN,27.5,,27.9,25.8,32.3
2020-03-02,2181:AL:SCAN,26.8,,27.4,25.6,32.0
2020-03-03,2181:AL:SCAN,26.2,,27.2,25.4,32.2
2020-03-04,2181:AL:SCAN,25.5,,26.9,25.6,32.3
2020-03-05,2181:AL:SCAN,36.3,,31.7,30.6,33.6
2020-03-06,2181:AL:SCAN,33.6,,31.5,29.1,33.8
2020-03-07,2181:AL:SCAN,30.4,,29.4,27.6,34.0
2020-03-08,2181:AL:SCAN,28.7,,28.5,27.1,33.5
2020-03-09,2181:AL:SCAN,27.3,,28.2,26.6,33.5
2020-03-10,2181:AL:SCAN,26.6,,27.7,26.4,33.0
2020-03-11,2181:AL:SCAN,26.4,,27.5,26.4,32.8
2020-03-12,2181:AL:SCAN,26.2,,26.9,26.2,33.0
2020-03-13,2181:AL:SCAN,24.7,,26.9,25.9,32.5
2020-03-14,2181:AL:SCAN,23.7,,25.6,25.7,32.4
2020-03-15,2181:AL:SCAN,22.0,,24.8,25.7,32.5
2020-03-16,2181:AL:SCAN,20.7,,23.8,25.4,32.3
2020-03-17,2181:AL:SCAN,19.4,,23.2,25.2,32.0
2020-03-18,2181:AL:SCAN,18.7,,22.8,25.3,31.9
2020-03-19,2181:AL:SCAN,17.7,,22.3,25.1,31.9
2020-03-20,2181:AL:SCAN,16.0,,21.6,25.0,32.0
2020-03-21,2181:AL:SCAN,15.0,,20.8,24.7,31.7
2020-03-22,2181:AL:SCAN,17.3,,20.4,25.0,31.5
2020-03-23,2181:AL:SCAN,16.8,,20.4,24.4,31.6
2020-03-24,2181:AL:SCAN,15.4,,19.6,24.5,31.3
2020-03-25,2181:AL:SCAN,13.8,,18.7,24.1,31.1
2020-03-26,2181:AL:SCAN,13.4,,18.1,24.1,31.4
2020-03-27,2181:AL:SCAN,13.0,,17.7,24.0,31.0
2020-03-28,2181:AL:SCAN,13.1,,17.4,23.8,31.0
2020-03-29,2181:AL:SCAN,12.2,,16.9,23.8,30.8
2020-03-30,2181:AL:SCAN,12.3,,16.5,23.6,31.0
2020-03-31,2181:AL:SCAN,11.6,,15.7,23.5,30.8
2020-04-01,2181:AL:SCAN,31.1,,28.0,26.4,32.4
2020-04-02,2181:AL:SCAN,27.3,,26.9,26.0,32.5
2020-04-03,2181:AL:SCAN,25.9,,26.1,25.7,32.2
2020-04-04,2181:AL:SCAN,24.8,,25.7,25.7,32.0
2020-04-05,2181:AL:SCAN,24.0,,25.7,25.6,32.0
2020-04-06,2181:AL:SCAN,23.4,,25.0,25.5,31.7
2020-04-07,2181:AL:SCAN,22.2,,24.5,25.2,31.7
2020-04-08,2181:AL:SCAN,22.1,,23.9,25.0,31.5
2020-04-09,2181:AL:SCAN,22.2,,23.4,24.9,31.8
2020-04-10,2181:AL:SCAN,20.4,,23.0,24.9,31.4
2020-04-11,2181:AL:SCAN,19.5,,22.4,24.5,31.4
2020-04-12,2181:AL:SCAN,18.4,,21.5,24.4,31.1
2020-04-13,2181:AL:SCAN,23.5,,21.3,24.2,31.0
2020-04-14,2181:AL:SCAN,19.6,,21.3,24.0,31.1
2020-04-15,2181:AL:SCAN,17.8,,20.4,24.0,31.1
2020-04-16,2181:AL:SCAN,16.3,,19.8,23.5,30.9
2020-04-17,2181:AL:SCAN,14.7,,18.9,23.6,30.9
2020-04-18,2181:AL:SCAN,13.7,,18.4,23.4,31.0
2020-04-19,2181:AL:SCAN,13.4,,18.2,23.1,30.6
2020-04-20,2181:AL:SCAN,24.2,,17.9,23.4,30.5
2020-04-21,2181:AL:SCAN,19.6,,18.5,23.2,30.5
2020-04-22,2181:AL:SCAN,17.4,,18.3,23.1,30.6
2020-04-23,2181:AL:SCAN,16.0,,18.1,22.9,30.6
2020-04-24,2181:AL:SCAN,35.9,,29.8,29.8,33.2
2020-04-25,2181:AL:SCAN,29.1,,27.8,27.9,33.6
2020-04-26,2181:AL:SCAN,26.3,,26.5,26.9,33.2
2020-04-27,2181:AL:SCAN,24.4,,26.1,26.5,33.2
2020-04-28,2181:AL:SCAN,22.9,,25.3,26.5,32.7
2020-04-29,2181:AL:SCAN,21.1,,24.3,26.0,32.5
2020-04-30,2181:AL:SCAN,23.0,,24.2,25.7,32.4
2020-05-01,2181:AL:SCAN,21.6,,23.6,25.6,32.1
2020-05-02,2181:AL:SCAN,20.5,,22.9,25.3,32.1
2020-05-03,2181:AL:SCAN,18.7,,22.2,25.4,31.9
2020-05-04,2181:AL:SCAN,17.0,,21.0,25.2,32.2
2020-05-05,2181:AL:SCAN,15.6,,20.2,24.9,31.7
2020-05-06,2181:AL:SCAN,14.4,,19.2,24.6,31.7
2020-05-07,2181:AL:SCAN,13.2,,17.4,24.6,31.6
2020-05-08,2181:AL:SCAN,12.4,,17.0,24.0,31.4
2020-05-09,2181:AL:SCAN,12.6,,16.1,24.2,31.0
2020-05-10,2181:AL:SCAN,11.9,,15.5,23.6,31.1
2020-05-11,2181:AL:SCAN,11.8,,15.2,23.4,31.2
2020-05-12,2181:AL:SCAN,11.4,,14.1,23.0,30.9
2020-05-13,2181:AL:SCAN,11.0,,14.1,23.1,30.6
2020-05-14,2181:AL:SCAN,11.0,,13.6,22.8,30.7
2020-05-15,2181:AL:SCAN,11.1,,13.4,22.6,30.5
2020-05-16,2181:AL:SCAN,10.4,,13.2,22.3,30.7
2020-05-17,2181:AL:SCAN,10.4,,13.2,22.2,30.3
2020-05-18,2181:AL:SCAN,12.7,,13.1,22.2,30.3
2020-05-19,2181:AL:SCAN,12.1,,13.4,21.9,30.3
2020-05-20,2181:AL:SCAN,11.6,,13.2,21.9,29.9
2020-05-21,2181:AL:SCAN,11.6,,13.2,21.7,29.7
2020-05-22,2181:AL:SCAN,11.3,,13.1,21.6,30.1
2020-05-23,2181:AL:SCAN,11.4,,13.4,21.3,29.6
2020-05-24,2181:AL:SCAN,18.5,,13.9,21.2,29.6
2020-05-25,2181:AL:SCAN,15.6,,13.9,21.3,29.7
2020-05-26,2181:AL:SCAN,14.2,,14.2,20.8,29.7
2020-05-27,2181:AL:SCAN,13.9,,14.0,21.0,29.4
2020-05-28,2181:AL:SCAN,19.5,,14.3,20.9,29.4
2020-05-29,2181:AL:SCAN,17.8,,14.4,21.0,29.8
2020-05-30,2181:AL:SCAN,16.8,,14.4,21.0,29.3
2020-05-31,2181:AL:SCAN,15.3,,14.5,20.8,29.5
2020-06-01,2181:AL:SCAN,13.7,,14.2,20.6,29.4
2020-06-02,2181:AL:SCAN,12.5,,13.9,20.3,29.0
2020-06-03,2181:AL:SCAN,11.8,,13.6,20.5,29.1
2020-06-04,2181:AL:SCAN,22.4,,15.8,20.2,29.1
2020-06-05,2181:AL:SCAN,19.9,,17.1,20.2,29.1
2020-06-06,2181:AL:SCAN,17.7,,17.2,20.5,29.1
2020-06-07,2181:AL:SCAN,16.7,,17.1,20.2,29.0
2020-06-08,2181:AL:SCAN,35.8,,30.3,24.0,29.3
2020-06-09,2181:AL:SCAN,36.1,,30.6,34.5,32.9
2020-06-10,2181:AL:SCAN,31.7,,28.7,31.1,33.6
2020-06-11,2181:AL:SCAN,29.2,,27.4,28.5,33.6
2020-06-12,2181:AL:SCAN,26.4,,26.7,27.5,33.7
2020-06-13,2181:AL:SCAN,24.9,,25.9,27.2,33.7
2020-06-14,2181:AL:SCAN,23.5,,25.5,27.0,33.4
2020-06-15,2181:AL:SCAN,21.8,,25.0,26.6,33.0
2020-10-22,2181:AL:SCAN,22.6,20.4,23.0,25.1,31.4
2020-10-23,2181:AL:SCAN,22.3,20.3,22.4,25.2,31.2
2020-10-24,2181:AL:SCAN,21.7,20.1,22.0,24.9,31.4
2020-10-25,2181:AL:SCAN,30.2,28.7,26.5,25.3,31.1
2020-10-26,2181:AL:SCAN,29.7,28.0,26.3,24.9,31.2
2020-10-27,2181:AL:SCAN,28.7,27.1,25.6,24.9,31.2
2020-10-28,2181:AL:SCAN,29.9,27.6,25.4,24.9,31.2
2020-10-29,2181:AL:SCAN,35.5,33.3,31.9,32.4,33.8
2020-10-30,2181:AL:SCAN,33.8,32.4,31.1,31.0,34.1
2020-10-31,2181:AL:SCAN,33.2,31.6,28.3,28.1,33.8
2020-11-01,2181:AL:SCAN,32.7,30.9,27.6,27.3,33.3
2020-11-02,2181:AL:SCAN,31.6,30.0,27.1,26.8,32.9
2020-11-03,2181:AL:SCAN,31.1,29.1,26.6,26.7,33.0
2020-11-04,2181:AL:SCAN,30.2,28.3,26.5,26.3,32.5
2020-11-05,2181:AL:SCAN,29.5,27.5,25.8,26.1,32.5
2020-11-06,2181:AL:SCAN,29.0,26.7,25.7,25.9,31.9
2020-11-07,2181:AL:SCAN,28.7,26.0,25.2,25.9,31.8
2020-11-08,2181:AL:SCAN,28.3,25.6,25.3,25.7,32.0
2020-11-09,2181:AL:SCAN,27.4,23.5,24.8,25.7,31.8
2020-11-10,2181:AL:SCAN,26.9,23.1,24.4,25.5,31.5
2020-11-11,2181:AL:SCAN,26.7,23.1,24.1,25.5,31.2
2020-11-12,2181:AL:SCAN,26.7,23.2,24.0,25.2,31.4
2020-11-13,2181:AL:SCAN,26.3,22.8,23.6,25.3,31.5
2020-11-14,2181:AL:SCAN,25.3,22.3,23.6,25.2,31.3
2020-11-15,2181:AL:SCAN,24.8,21.8,23.2,25.1,31.0
2020-11-16,2181:AL:SCAN,24.1,21.5,22.6,24.9,31.1
2020-11-17,2181:AL:SCAN,23.2,21.0,22.1,25.0,31.2
2020-11-18,2181:AL:SCAN,22.7,20.4,21.9,24.5,30.8
2020-11-19,2181:AL:SCAN,22.1,20.0,21.4,24.6,30.9
2020-11-20,2181:AL:SCAN,21.3,19.6,21.2,24.5,30.6
2020-11-21,2181:AL:SCAN,20.6,19.3,20.7,24.2,30.7
2020-11-22,2181:AL:SCAN,20.2,18.8,20.5,24.3,30.7
2020-11-23,2181:AL:SCAN,19.9,18.5,20.0,24.2,30.3
2020-11-24,2181:AL:SCAN,19.1,17.9,19.9,24.1,30.5
2020-11-25,2181:AL:SCAN,19.0,17.8,19.6,24.5,30.6
2020-11-26,2181:AL:SCAN,33.7,31.2,29.4,27.3,33.0
2020-11-27,2181:AL:SCAN,33.3,31.3,29.7,28.5,33.4
2020-11-28,2181:AL:SCAN,34.5,32.0,31.6,33.7,34.1
2020-11-29,2181:AL:SCAN,34.4,32.6,31.8,34.0,34.1
2020-11-30,2181:AL:SCAN,34.8,33.1,32.8,31.8,34.3
2020-12-01,2181:AL:SCAN,33.4,32.4,29.5,30.8,34.2
2020-12-02,2181:AL:SCAN,32.6,31.3,28.3,28.6,34.5
2020-12-03,2181:AL:SCAN,32.0,30.0,28.0,27.4,33.4
2020-12-04,2181:AL:SCAN,31.6,29.3,27.4,27.0,33.3
2020-12-05,2181:AL:SCAN,32.8,30.8,29.0,27.9,33.6
2020-12-06,2181:AL:SCAN,32.5,30.1,28.3,27.0,33.2
2020-12-07,2181:AL:SCAN,32.0,29.6,27.8,26.8,33.1
2020-12-08,2181:AL:SCAN,31.6,29.1,27.5,26.7,32.8
2020-12-09,2181:AL:SCAN,31.3,28.8,27.1,26.6,32.3
2020-12-10,2181:AL:SCAN,30.6,28.3,26.9,26.5,32.0
2020-12-11,2181:AL:SCAN,30.2,27.8,26.7,26.2,32.2
2020-12-12,2181:AL:SCAN,29.7,27.6,26.4,26.2,32.0
2020-12-13,2181:AL:SCAN,30.3,27.7,26.5,25.9,32.1
2020-12-14,2181:AL:SCAN,30.3,27.9,26.4,26.0,31.8
2020-12-15,2181:AL:SCAN,30.5,28.0,26.4,26.0,31.6
2020-12-16,2181:AL:SCAN,30.1,27.6,26.2,25.7,31.6
2020-12-17,2181:AL:SCAN,32.1,29.0,27.2,25.5,31.3
2020-12-18,2181:AL:SCAN,31.2,28.8,26.8,25.6,31.5
2020-12-19,2181:AL:SCAN,31.0,28.3,26.7,25.7,31.3
2020-12-20,2181:AL:SCAN,30.7,28.0,26.6,25.4,31.3
2020-12-21,2181:AL:SCAN,31.7,28.7,27.0,25.7,30.8
2020-12-22,2181:AL:SCAN,31.1,28.6,26.9,25.5,30.9
2020-12-23,2181:AL:SCAN,30.8,28.1,26.7,25.5,31.0
2020-12-24,2181:AL:SCAN,30.4,27.8,26.4,25.5,31.0
2020-12-25,2181:AL:SCAN,35.7,33.4,32.5,31.2,33.7
2020-12-26,2181:AL:SCAN,33.8,32.2,30.9,29.9,33.6
2020-12-27,2181:AL:SCAN,33.2,31.1,29.1,27.9,33.4
2020-12-28,2181:AL:SCAN,32.6,30.6,28.1,27.5,32.9
2020-12-29,2181:AL:SCAN,32.2,29.6,27.7,27.0,32.9
2020-12-30,2181:AL:SCAN,31.8,29.2,27.5,26.8,32.6
2020-12-31,2181:AL:SCAN,31.2,28.8,27.3,26.6,32.1
2021-01-01,2181:AL:SCAN,34.8,32.2,32.0,28.9,33.7
2021-01-02,2181:AL:SCAN,35.9,33.1,32.1,31.5,33.7
2021-01-03,2181:AL:SCAN,35.2,32.1,31.0,30.0,33.8
2021-01-04,2181:AL:SCAN,33.6,31.3,29.0,28.1,33.8
2021-01-05,2181:AL:SCAN,33.0,30.2,28.2,27.6,33.3
2021-01-06,2181:AL:SCAN,32.5,30.0,27.8,27.4,32.9
2021-01-07,2181:AL:SCAN,32.0,29.4,27.5,27.0,32.7
2021-01-08,2181:AL:SCAN,33.0,30.1,27.5,26.7,32.1
2021-01-09,2181:AL:SCAN,32.6,29.8,27.5,26.7,32.2
2021-01-10,2181:AL:SCAN,32.0,29.4,27.2,26.5,32.2
2021-01-11,2181:AL:SCAN,31.7,29.0,27.0,26.3,32.1
2021-01-12,2181:AL:SCAN,34.4,31.3,30.7,29.2,33.2
2021-01-13,2181:AL:SCAN,33.6,31.2,29.3,27.7,33.1
2021-01-14,2181:AL:SCAN,32.9,30.6,28.5,27.5,32.6
2021-01-15,2181:AL:SCAN,32.6,29.9,27.9,27.2,32.5
2021-01-16,2181:AL:SCAN,32.2,29.6,27.7,27.2,32.3
2021-01-17,2181:AL:SCAN,31.7,29.2,27.3,26.5,32.2
2021-01-18,2181:AL:SCAN,31.2,28.8,27.1,26.6,32.0
2021-01-19,2181:AL:SCAN,30.4,28.3,26.7,26.4,31.7
2021-01-20,2181:AL:SCAN,29.9,27.7,26.5,26.3,31.5
2021-01-21,2181:AL:SCAN,29.1,27.3,26.3,26.3,31.7
2021-01-22,2181:AL:SCAN,33.5,31.6,26.0,25.9,31.5
2021-01-23,2181:AL:SCAN,35.0,32.2,31.4,31.3,33.6
2021-01-24,2181:AL:SCAN,34.8,31.4,31.2,30.2,33.6
2021-01-25,2181:AL:SCAN,33.7,30.8,29.1,28.1,33.6
2021-01-26,2181:AL:SCAN,33.6,30.4,28.3,27.8,33.1
2021-01-27,2181:AL:SCAN,35.9,32.8,32.4,32.3,34.1
2021-01-28,2181:AL:SCAN,35.4,32.5,31.3,32.2,34.1
2021-01-29,2181:AL:SCAN,34.4,31.3,29.0,28.6,34.1
2021-01-30,2181:AL:SCAN,33.7,30.8,28.2,28.0,33.3
2021-01-31,2181:AL:SCAN,33.1,30.3,27.9,27.7,33.0
2021-02-01,2181:AL:SCAN,33.9,30.4,27.9,27.5,32.8
2021-02-02,2181:AL:SCAN,33.4,30.3,27.7,27.4,32.5
2021-02-03,2181:AL:SCAN,32.7,29.7,27.4,27.0,32.2
2021-02-04,2181:AL:SCAN,31.9,29.1,27.2,26.7,32.0
2021-02-05,2181:AL:SCAN,31.4,28.7,27.0,26.6,31.9
2021-02-06,2181:AL:SCAN,34.2,30.2,26.7,26.4,31.9
2021-02-07,2181:AL:SCAN,35.6,32.5,31.8,33.5,33.8
2021-02-08,2181:AL:SCAN,34.3,31.8,29.8,28.4,33.6
2021-02-09,2181:AL:SCAN,33.7,31.2,28.6,28.0,33.1
2021-02-10,2181:AL:SCAN,36.4,33.4,32.3,32.8,34.2
2021-02-11,2181:AL:SCAN,35.7,32.8,31.2,30.3,34.2
2021-02-12,2181:AL:SCAN,36.8,33.8,32.4,33.3,34.5
2021-02-13,2181:AL:SCAN,37.0,34.2,32.8,33.7,34.8
2021-02-14,2181:AL:SCAN,36.8,33.9,32.7,33.6,34.6
2021-02-15,2181:AL:SCAN,35.4,33.0,30.2,29.9,34.2
2021-02-16,2181:AL:SCAN,37.4,34.3,32.2,33.2,34.6
2021-02-17,2181:AL:SCAN,36.5,33.9,32.0,33.1,34.6
2021-02-18,2181:AL:SCAN,35.6,33.3,30.1,29.6,34.6
2021-02-19,2181:AL:SCAN,35.7,33.5,30.1,29.6,34.6
2021-02-20,2181:AL:SCAN,35.1,32.7,28.9,28.7,33.5
2021-02-21,2181:AL:SCAN,34.7,31.6,28.4,28.0,33.1
2021-02-22,2181:AL:SCAN,33.7,30.9,28.1,27.6,32.8
2021-02-23,2181:AL:SCAN,33.6,30.7,27.9,27.7,32.6
2021-02-24,2181:AL:SCAN,33.1,30.2,27.8,27.3,32.4
2021-02-25,2181:AL:SCAN,32.0,29.6,27.3,26.8,32.2
2021-02-26,2181:AL:SCAN,31.7,29.2,27.0,26.8,32.0
2021-02-27,2181:AL:SCAN,31.0,28.6,26.8,26.9,32.0
2021-02-28,2181:AL:SCAN,31.0,28.2,26.7,26.8,31.7
2021-03-01,2181:AL:SCAN,30.7,28.1,26.4,26.5,31.9
2021-03-02,2181:AL:SCAN,30.1,27.5,26.3,26.5,31.8
2021-03-03,2181:AL:SCAN,36.1,33.5,32.0,31.7,33.8
2021-03-04,2181:AL:SCAN,36.0,32.9,31.7,31.4,33.8
2021-03-05,2181:AL:SCAN,34.6,32.3,29.7,28.7,33.9
2021-03-06,2181:AL:SCAN,33.8,31.4,28.7,28.2,33.1
2021-03-07,2181:AL:SCAN,33.0,30.5,28.1,27.8,33.0
2021-03-08,2181:AL:SCAN,32.1,29.6,27.5,27.3,32.5
2021-03-09,2181:AL:SCAN,30.8,28.8,27.4,27.3,32.5
2021-03-10,2181:AL:SCAN,29.5,27.5,26.8,27.1,32.2
2021-03-11,2181:AL:SCAN,28.4,26.5,26.5,26.9,32.0
2021-03-12,2181:AL:SCAN,27.1,25.4,25.8,26.9,31.7
2021-03-13,2181:AL:SCAN,25.7,24.3,25.2,26.7,31.9
2021-03-14,2181:AL:SCAN,24.1,23.0,24.6,26.4,31.8
2021-03-15,2181:AL:SCAN,23.3,22.4,23.7,26.3,31.8
2021-03-16,2181:AL:SCAN,22.6,21.8,23.2,26.2,31.5
2021-03-17,2181:AL:SCAN,21.6,21.0,22.8,26.0,31.4
2021-03-18,2181:AL:SCAN,21.5,20.4,22.2,25.9,31.5
2021-03-19,2181:AL:SCAN,21.7,20.3,21.7,28.1,33.8
2021-03-20,2181:AL:SCAN,21.4,20.2,22.6,29.1,33.9
2021-03-21,2181:AL:SCAN,20.9,19.9,22.9,28.0,33.1
2021-03-22,2181:AL:SCAN,19.8,18.9,22.2,27.5,32.7
2021-03-23,2181:AL:SCAN,18.7,18.2,21.6,26.9,32.7
2021-03-24,2181:AL:SCAN,34.4,31.1,34.6,34.2,34.3
2021-03-25,2181:AL:SCAN,34.5,31.9,35.2,31.8,34.4
2021-03-26,2181:AL:SCAN,34.7,31.8,33.1,32.0,34.5
2021-03-27,2181:AL:SCAN,34.0,31.3,30.0,30.0,34.4
2021-03-28,2181:AL:SCAN,33.1,30.9,29.1,29.0,33.5
2021-03-29,2181:AL:SCAN,33.7,31.1,29.1,28.5,33.5
2021-03-30,2181:AL:SCAN,32.5,30.4,28.3,27.9,33.0
2021-03-31,2181:AL:SCAN,31.9,29.6,28.1,27.7,32.6
2021-04-01,2181:AL:SCAN,35.7,32.8,35.9,32.7,34.3
2021-04-02,2181:AL:SCAN,33.4,31.6,30.0,28.9,34.3
2021-04-03,2181:AL:SCAN,32.7,30.6,28.7,28.2,33.2
2021-04-04,2181:AL:SCAN,31.3,29.9,28.5,28.0,32.8
2021-04-05,2181:AL:SCAN,30.0,29.0,28.0,27.6,32.8
2021-04-06,2181:AL:SCAN,28.0,27.3,27.2,27.3,32.5
2021-04-07,2181:AL:SCAN,26.1,25.8,26.5,27.0,32.4
2021-04-08,2181:AL:SCAN,24.9,24.8,26.3,26.9,32.2
2021-04-09,2181:AL:SCAN,25.7,24.7,25.9,26.9,32.0
2021-04-10,2181:AL:SCAN,25.5,24.9,25.3,26.9,31.9
2021-04-11,2181:AL:SCAN,35.1,32.3,31.8,31.8,34.0
2021-04-12,2181:AL:SCAN,33.2,31.1,30.4,29.3,34.0
2021-04-13,2181:AL:SCAN,32.1,30.3,29.1,28.5,33.5
2021-04-14,2181:AL:SCAN,31.1,29.9,28.3,28.0,33.1
2021-04-15,2181:AL:SCAN,34.1,31.4,28.7,27.9,32.8
2021-04-16,2181:AL:SCAN,35.0,32.9,31.9,33.0,34.4
2021-04-17,2181:AL:SCAN,34.4,32.1,30.2,28.9,34.2
2021-04-18,2181:AL:SCAN,34.1,32.3,30.2,28.4,33.3
2021-04-19,2181:AL:SCAN,32.9,31.2,29.2,28.0,32.7
2021-04-20,2181:AL:SCAN,32.1,30.5,28.5,27.9,32.8
2021-04-21,2181:AL:SCAN,31.0,29.7,28.0,27.6,32.7
2021-04-22,2181:AL:SCAN,29.7,28.7,27.7,27.2,32.5
2021-04-23,2181:AL:SCAN,28.2,27.6,27.1,27.1,32.4
2021-04-24,2181:AL:SCAN,27.3,26.9,26.4,26.7,32.2
2021-04-25,2181:AL:SCAN,35.4,31.6,31.6,31.2,34.1
2021-04-26,2181:AL:SCAN,33.0,31.0,29.5,28.7,33.5
2021-04-27,2181:AL:SCAN,32.0,30.3,28.9,28.1,33.1
2021-04-28,2181:AL:SCAN,31.0,29.6,28.3,27.8,32.8
2021-04-29,2181:AL:SCAN,29.7,28.9,27.9,27.4,32.6
2021-04-30,2181:AL:SCAN,28.1,27.7,27.3,27.2,32.3
2021-05-01,2181:AL:SCAN,27.8,26.9,26.7,27.2,32.1
